data;

set N:= 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49;
set M:= 50 51 52 53 54 55 56 57 58;
set F:= f0 f1 f2 f3 f4 f5 f6 f7;

param p:=
0 61.1996
1 59.8933
2 78.8642
3 95.1931
4 50.0180
5 73.8370
6 52.5442
7 96.8703
8 64.3641
9 90.3245
10 67.2116
11 76.6911
12 51.1758
13 58.7689
14 55.9253
15 52.0001
16 73.2552
17 95.6953
18 52.8161
19 53.1064
20 99.9815
21 95.2104
22 92.0774
23 50.7866
24 65.1101
25 87.0746
26 53.6365
27 73.6888
28 66.9816
29 52.7102
30 86.8577
31 78.1812
32 62.6034
33 65.7218
34 73.3743
35 62.6214
36 89.5589
37 75.9185
38 59.4918
39 53.9229
40 66.2430
41 76.7034
42 80.6141
43 67.4189
44 85.4723
45 86.5393
46 69.4189
47 58.7275
48 82.2347
49 72.2351
50 14.5406
51 8.2649
52 19.4211
53 17.4698
54 0.8137
55 18.0098
56 17.7738
57 9.4751
58 16.9891
;

param b:
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 :=
27 0.0000 0.0000 56.2444 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 51.2688 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
28 0.0000 0.0000 86.6393 59.5231 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 75.2491 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 84.2621 0.0000 0.0000 0.0000 90.3297 0.0000 0.0000 0.0000 0.0000 88.5972 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
29 0.0000 0.0000 0.0000 58.8239 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 51.2688 0.0000 0.0000 68.9560 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 90.1404 0.0000 0.0000 0.0000 0.0000 0.0000 63.1096 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 
30 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 83.4949 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 68.9560 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 91.1739 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
31 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 70.9658 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 51.2775 0.0000 84.2621 0.0000 0.0000 0.0000 0.0000 0.0000 83.8719 0.0000 0.0000 0.0000 0.0000 62.1397 63.3181 0.0000 56.9537 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
32 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 70.5062 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 95.5189 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 77.9600 0.0000 53.4970 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 
33 0.0000 83.0028 0.0000 0.0000 82.9197 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 80.9977 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 79.7188 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
34 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 57.5996 0.0000 0.0000 0.0000 94.3620 0.0000 0.0000 0.0000 63.1582 0.0000 0.0000 0.0000 78.9901 0.0000 0.0000 0.0000 0.0000 83.8719 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 61.9531 0.0000 85.3163 0.0000 0.0000 0.0000 92.8770 53.2091 0.0000 99.0159 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
35 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 95.8169 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 84.6939 0.0000 66.8134 0.0000 0.0000 0.0000 0.0000 0.0000 78.7666 0.0000 0.0000 0.0000 90.3297 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 64.0829 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 75.6523 1000000.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
36 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 90.7815 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 99.8106 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 57.3080 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 68.4761 0.0000 54.4191 60.9644 0.0000 0.0000 0.0000 54.9616 0.0000 0.0000 1000000.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 
37 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 60.7574 0.0000 60.1048 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 64.0829 0.0000 0.0000 0.0000 68.2724 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
38 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 60.7584 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 82.7753 63.5146 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 61.9531 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 94.8472 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
39 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 92.9015 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 58.7440 0.0000 0.0000 0.0000 0.0000 90.1404 0.0000 62.1397 0.0000 0.0000 0.0000 0.0000 0.0000 68.2724 0.0000 0.0000 96.1246 0.0000 0.0000 0.0000 0.0000 99.2701 0.0000 0.0000 0.0000 97.4662 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 
40 82.2162 53.9113 0.0000 0.0000 0.0000 69.4591 0.0000 0.0000 0.0000 67.3114 0.0000 0.0000 0.0000 0.0000 72.2787 0.0000 74.5123 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 88.5972 0.0000 0.0000 63.3181 0.0000 0.0000 85.3163 0.0000 0.0000 0.0000 0.0000 96.1246 0.0000 0.0000 87.8674 0.0000 98.7350 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 
41 0.0000 0.0000 0.0000 51.9529 0.0000 0.0000 0.0000 0.0000 59.6681 0.0000 0.0000 0.0000 61.5696 65.4755 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 86.3004 0.0000 90.3361 90.4281 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
42 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 50.0920 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 85.3121 0.0000 0.0000 0.0000 0.0000 0.0000 56.9537 0.0000 0.0000 0.0000 0.0000 68.4761 0.0000 0.0000 0.0000 87.8674 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 86.4544 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
43 61.8339 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 92.4661 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 95.8468 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 
44 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 89.0522 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 77.9600 79.7188 92.8770 0.0000 54.4191 0.0000 0.0000 0.0000 98.7350 0.0000 0.0000 0.0000 0.0000 50.9769 0.0000 0.0000 0.0000 82.9972 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
45 0.0000 0.0000 0.0000 0.0000 0.0000 86.2418 0.0000 66.9127 0.0000 59.4288 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 63.1096 0.0000 0.0000 0.0000 0.0000 53.2091 0.0000 60.9644 0.0000 0.0000 99.2701 0.0000 0.0000 0.0000 0.0000 50.9769 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 1000000.0000 
46 0.0000 0.0000 0.0000 0.0000 50.7695 0.0000 0.0000 60.7146 67.0028 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 93.0084 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 53.4970 0.0000 0.0000 0.0000 0.0000 0.0000 94.8472 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 76.5947 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
47 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 82.9933 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 99.0159 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 76.5947 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
48 0.0000 0.0000 0.0000 0.0000 51.6846 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 91.1739 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
49 0.0000 0.0000 0.0000 86.1488 0.0000 0.0000 0.0000 0.0000 53.5520 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 90.1789 65.8203 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 75.6523 54.9616 0.0000 0.0000 97.4662 0.0000 0.0000 86.4544 0.0000 82.9972 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
50 0.0000 0.0000 1000000.0000 1000000.0000 0.0000 0.0000 1000000.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
51 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
52 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 1000000.0000 0.0000 1000000.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 1000000.0000 1000000.0000 1000000.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
53 0.0000 0.0000 1000000.0000 1000000.0000 0.0000 0.0000 1000000.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 1000000.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
54 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
55 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
56 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
57 1000000.0000 0.0000 0.0000 1000000.0000 1000000.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
58 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
;

param beta:=
0 61.1996
1 59.8933
2 78.8642
3 95.1931
4 50.0180
5 73.8370
6 52.5442
7 96.8703
8 64.3641
9 90.3245
10 67.2116
11 76.6911
12 51.1758
13 58.7689
14 55.9253
15 52.0001
16 73.2552
17 95.6953
18 52.8161
19 53.1064
20 99.9815
21 95.2104
22 92.0774
23 50.7866
24 65.1101
25 87.0746
26 53.6365
27 73.6888
28 66.9816
29 52.7102
30 86.8577
31 78.1812
32 62.6034
33 65.7218
34 73.3743
35 62.6214
36 89.5589
37 75.9185
38 59.4918
39 53.9229
40 66.2430
41 76.7034
42 80.6141
43 67.4189
44 85.4723
45 86.5393
46 69.4189
47 58.7275
48 82.2347
49 72.2351
50 14.5406
51 8.2649
52 19.4211
53 17.4698
54 0.8137
55 18.0098
56 17.7738
57 9.4751
58 16.9891
;

param fs:=
f0 0
f1 0
f2 1
f3 1
f4 2
f5 3
f6 3
f7 7
;

param fe:=
f0 4
f1 3
f2 6
f3 5
f4 5
f5 7
f6 5
f7 8
;

param fd:=
f0 29.6127
f1 23.8613
f2 36.9164
f3 7.5782
f4 17.4791
f5 36.5620
f6 38.4296
f7 24.1062
;

end;

